region_id,area,perimeter,centroid_y,centroid_x,bbox_min_row,bbox_min_col,bbox_max_row,bbox_max_col,width,height,solidity,extent,aspect_ratio,mean_brightness,std_brightness,min_brightness,mean_red,mean_green,mean_blue
51,66,37.21320343559643,334.25757575757575,523.030303030303,326,520,342,527,7,16,0.75,0.5892857142857143,2.28571428244898,0.08011487871408463,0.04965170845389366,0.0,0.10861558467149734,0.07094475626945496,0.060784317553043365
61,66,46.562445840513924,444.7121212121212,555.3636363636364,435,552,455,560,8,20,0.7415730337078652,0.4125,2.4999999968749997,0.09918797016143799,0.03825218975543976,0.01568627543747425,0.12650033831596375,0.08686870336532593,0.08419489115476608
18,65,31.627416997969522,103.0,131.8,97,127,110,137,10,13,0.8783783783783784,0.5,1.2999999987,0.07288084924221039,0.04443618655204773,0.01568627543747425,0.0829562246799469,0.06485673785209656,0.0708296000957489
60,64,44.35533905932738,427.15625,99.40625,421,93,435,108,15,14,0.6881720430107527,0.3047619047619048,0.9333333327111111,0.14295344054698944,0.0651460513472557,0.01568627543747425,0.18504896759986877,0.1302696019411087,0.11354167759418488
26,63,32.62741699796952,145.6984126984127,36.333333333333336,142,30,151,44,14,9,0.9,0.5,0.6428571423979591,0.07531901448965073,0.04325588047504425,0.0,0.0798630639910698,0.06940556317567825,0.07668846100568771
9,61,27.798989873223334,48.131147540983605,281.5245901639344,43,278,54,287,9,11,0.953125,0.6161616161616161,1.2222222208641975,0.05505197495222092,0.034269366413354874,0.0,0.06718099117279053,0.05226616561412811,0.0457087866961956
74,61,29.79898987322333,504.08196721311475,471.1475409836066,499,467,511,476,9,12,0.8970588235294118,0.5648148148148148,1.3333333318518517,0.10249651968479156,0.03963091969490051,0.01568627543747425,0.1311475932598114,0.0918676033616066,0.08447445929050446
76,61,29.79898987322333,507.9016393442623,151.0655737704918,505,146,513,158,12,8,0.9242424242424242,0.6354166666666666,0.666666666111111,0.059916429221630096,0.047691017389297485,0.01568627543747425,0.09990359097719193,0.0437801331281662,0.03606557473540306
77,58,26.970562748477143,512.6551724137931,101.96551724137932,508,98,518,107,9,10,0.9354838709677419,0.6444444444444445,1.1111111098765432,0.0780031606554985,0.044804513454437256,0.0,0.10628806799650192,0.07018256187438965,0.05753887817263603
6,57,28.62741699796952,31.82456140350877,395.3859649122807,28,390,37,402,12,9,0.95,0.5277777777777778,0.749999999375,0.1111799106001854,0.04957801103591919,0.01568627543747425,0.15927070379257202,0.09838321805000305,0.07588579505681992
89,56,47.941125496954285,608.5,84.5,599,79,619,91,12,20,0.5833333333333334,0.23333333333333334,1.6666666652777777,0.1385854333639145,0.03146528825163841,0.10196078568696976,0.1185573935508728,0.11778711527585983,0.179411843419075
7,54,32.87005768508881,36.68518518518518,577.6481481481482,33,571,42,583,12,9,0.75,0.5,0.749999999375,0.11002177745103836,0.05514221265912056,0.0,0.14589694142341614,0.09774874895811081,0.08641978353261948
45,53,34.2842712474619,262.20754716981133,326.75471698113205,256,323,268,332,9,12,0.7464788732394366,0.49074074074074076,1.3333333318518517,0.1200394555926323,0.03980543836951256,0.01568627543747425,0.14258235692977905,0.10773217678070068,0.1098039448261261
19,50,24.970562748477143,104.4,480.92,101,476,109,486,10,8,0.9433962264150944,0.625,0.7999999992,0.0954509899020195,0.03321032598614693,0.01568627543747425,0.0945882573723793,0.08062746375799179,0.1111372783780098
5,50,25.798989873223334,15.98,584.98,12,580,21,590,10,9,0.9259259259259259,0.5555555555555556,0.8999999991,0.08248366415500641,0.06053021922707558,0.0,0.1511373221874237,0.07152941077947617,0.02478431537747383
